PNR,customer_email,account_number,reward_points_earned,reward_points_burned,total_reward_points,membership_tier_before_transaction,membership_tier,date_points_earned,points_before_transaction
EXXXFL,erika.perkins@example.org,7214267113,394,0,440,Silver,Silver,8/2/2022,46
GQXXGH,matthew.hunt@example.net,8366120875,110,0,185,Silver,Silver,8/11/2022,75
GQXXGH,nicholas.carey@example.com,7755664837,14,0,337,Silver,Silver,6/13/2022,323
F3XX8Q,mary.gray@example.org,433019979,31,0,210,Silver,Silver,6/13/2022,179
F3XX8Q,alfred.jarvis@example.com,6400134677,1343,0,2721,,Gold,1/28/2022,1378
E7XXT7,brian.booker@example.org,8291802821,497,0,507,Silver,Silver,1/28/2022,10
CJXXTR,christina.hoover@example.com,4066900187,2122,2018,4995,Gold,Gold,2/9/2022,4891
CJXXTR,roy.williams@example.net,1857346294,504,127,639,Silver,Silver,2/9/2022,262
JSXX22,christopher.brewer@example.com,8239147383,147,0,217,Silver,Silver,2/9/2022,70
GGXX8G,christina.gentry@example.net,4919046820,2999,0,5841,Gold,Diamond,2/9/2022,2842
GGXX8G,mark.brewer@example.org,7912595146,412,0,540,Silver,Silver,4/5/2022,128
LYXXH7,keith.ford@example.org,2884923164,584,0,996,Silver,Silver,4/5/2022,412
IGXX9S,william.walters@example.com,4163738709,33,0,745,Silver,Silver,4/5/2022,712
OYXXZ7,matthew.chang@example.com,6151083354,27,0,174,Silver,Silver,4/5/2022,147
OYXXZ7,amy.gallegos@example.net,1231014959,15,0,523,Silver,Silver,8/18/2022,508
LYXXH7,jenny.macias@example.org,1145449116,2756,0,6906,Gold,Diamond,4/28/2022,4150
NGXXXC,alyssa.robbins@example.net,2573957944,1177,0,3674,Gold,Gold,4/28/2022,2497
NGXXXC,antonio.jackson@example.org,1788991462,7354,0,9038,,Diamond,12/11/2021,1684
HLXX3H,matthew.middleton@example.com,7925855885,433,0,980,Silver,Silver,12/11/2021,547
HLXX3H,michelle.mitchell@example.net,5110756042,3019,0,4185,,Gold,8/31/2022,1166
PQXXDZ,cassie.liu@example.org,1836699536,3162,0,7955,Gold,Diamond,8/31/2022,4793
PQXXDZ,christy.anderson@example.com,541940162,21,0,130,Silver,Silver,6/29/2022,109
ECXXMD,matthew.butler@example.net,6636290451,2083,0,8676,Diamond,Diamond,6/29/2022,6593
ECXXMD,julia.smith@example.net,5610789331,245,0,3456,Gold,Gold,4/27/2022,3211
FRXXGG,amber.parsons@example.org,2259343489,218,0,228,Silver,Silver,4/27/2022,10
JRXXY7,cassandra.brown@example.com,8223692739,286,0,424,Silver,Silver,6/20/2022,138
JRXXY7,mark.hernandez@example.org,6300266203,204,0,972,Silver,Silver,6/20/2022,768
LBXX2C,jonathan.martinez@example.net,7350505404,2894,0,9675,Diamond,Diamond,7/22/2022,6781
OPXX12,lisa.novak@example.org,1297957677,342,237,843,Silver,Silver,7/22/2022,738
E4XX28,jamie.ortiz@example.net,3105932658,2,0,22,Silver,Silver,4/1/2022,20
AJXX3C,danielle.roberts@example.com,3552636261,2473,0,4829,Gold,Gold,4/1/2022,2356
D6XXWF,sarah.martinez@example.org,5836899285,56,0,161,Silver,Silver,4/1/2022,105
AJXX3C,william.white@example.net,1258100932,308,0,336,Silver,Silver,8/2/2022,28
D6XXWF,william.harris@example.org,3063783801,99,0,756,Silver,Silver,8/2/2022,657
OPXX12,kevin.zavala@example.org,8816646664,190,0,615,Silver,Silver,8/2/2022,425
LBXX2C,brandon.lopez@example.org,545443126,1112,0,4359,Gold,Gold,6/17/2022,3247
E4XX28,christian.gould@example.com,9884480123,1539,0,2658,,Gold,6/17/2022,1119
NYXXRT,edward.smith@example.com,7623821151,951,0,4434,Gold,Gold,8/4/2022,3483
NYXXRT,barbara.garrison@example.net,4431327561,76,0,206,Silver,Silver,8/4/2022,130
PHXXDS,dalton.nguyen@example.org,4355812177,3536,0,5710,Gold,Diamond,8/31/2022,2174
FZXXHP,james.terrell@example.org,9227600877,5847,0,9189,Gold,Diamond,8/31/2022,3342
FZXXHP,deborah.blackwell@example.com,923169659,390,225,946,Silver,Silver,8/16/2022,781
F1XXHR,larry.crawford@example.net,2565161165,195,0,441,Silver,Silver,8/16/2022,246
NBXXN5,sherry.walters@example.com,922754828,100,0,489,Silver,Silver,2/10/2022,389
F1XXHR,lisa.hernandez@example.org,8033463395,79,0,227,Silver,Silver,2/10/2022,148
OPXXBZ,dana.kemp@example.net,8967672580,1072,0,2387,,Gold,8/4/2022,1315
IDXXRG,allison.wilkinson@example.org,8452964455,398,0,951,Silver,Silver,8/4/2022,553
M7XXZ8,steven.jones@example.net,7186369353,13,0,164,Silver,Silver,6/1/2022,151
E9XXHZ,linda.woods@example.net,9874676943,109,468,743,,Silver,6/1/2022,1102
IDXXRG,diana.stokes@example.net,1969672229,749,117,931,Silver,Silver,5/13/2022,299
M7XXZ8,richard.richardson@example.org,5503777776,680,0,847,Silver,Silver,5/13/2022,167
E9XXHZ,pamela.buckley@example.org,7625593513,1505,0,2458,Silver,Gold,8/26/2022,953
CLXXQB,lisa.howard@example.net,9985433689,292,0,370,Silver,Silver,8/26/2022,78
I7XXF8,alexis.lewis@example.com,8967787754,3925,0,4198,Silver,Gold,7/8/2022,273
I7XXF8,catherine.parker@example.org,6274865947,761,0,962,Silver,Silver,8/9/2022,201
CLXXQB,george.chandler@example.org,8945293476,4949,0,5390,Silver,Diamond,8/5/2022,441
ITXX4X,patrick.wilson@example.net,8881469022,266,0,718,Silver,Silver,8/5/2022,452
ITXX4X,oscar.clark@example.net,5377915889,2,130,161,Silver,Silver,2/13/2022,289
LGXX9T,michael.morales@example.org,7046391916,200,0,976,Silver,Silver,2/13/2022,776
LGXX9T,nicholas.bean@example.net,6950406128,2116,0,3537,,Gold,9/4/2022,1421
NHXXJN,donna.erickson@example.org,2577818533,636,0,682,Silver,Silver,8/9/2022,46
NHXXJN,laura.henderson@example.org,4169400070,4119,0,9811,Diamond,Diamond,8/9/2022,5692
DZXX5W,leslie.hall@example.net,6596259411,473,27,500,Silver,Silver,9/6/2022,54
DZXX5W,sheri.kelley@example.org,268543262,139,28,167,Silver,Silver,9/6/2022,56
ORXXRZ,julie.tyler@example.net,3895737367,761,0,937,Silver,Silver,7/11/2022,176
ARXXT6,andrea.spencer@example.net,5575637719,1367,0,2178,Silver,Gold,5/12/2022,811
DMXXYC,melissa.rodriguez@example.net,7468591629,2,0,89,Silver,Silver,5/12/2022,87
DMXXYC,paul.may@example.com,4172209780,142,0,505,Silver,Silver,7/23/2022,363
AFXXX7,tony.richards@example.org,2071913250,702,0,986,Silver,Silver,7/23/2022,284
EYXXET,emma.melton@example.org,7052312146,338,0,408,Silver,Silver,8/26/2022,70
EYXXET,tracey.deleon@example.net,5570489945,535,0,802,Silver,Silver,7/11/2022,267
AFXXX7,steven.le@example.net,5121766238,60,0,199,Silver,Silver,7/11/2022,139
M8XXN3,ricky.clark@example.com,6189424836,235,0,530,Silver,Silver,6/14/2022,295
AVXX63,jeffrey.taylor@example.net,8640408479,97,0,413,Silver,Silver,6/14/2022,316
JHXXE0,cheryl.mejia@example.org,5836868831,3009,0,3343,Silver,Gold,7/17/2022,334
DHXXBZ,timothy.evans@example.com,5124241418,2005,0,3484,,Gold,7/17/2022,1479
JHXXE0,daniel.shaw@example.org,9446145621,36,0,75,Silver,Silver,7/7/2022,39
DHXXBZ,lauren.berger@example.org,6759888,908,0,9133,Diamond,Diamond,7/7/2022,8225
AVXX63,jonathan.meyer@example.net,1021266011,1283,0,4179,Gold,Gold,6/30/2022,2896
BVXXEJ,jason.french@example.com,5766704549,561,0,824,Silver,Silver,9/5/2022,263
BVXXEJ,sabrina.le@example.org,227646098,218,0,744,Silver,Silver,4/13/2022,526
AJXXTL,ashley.williams@example.org,3602994453,246,0,2515,Gold,Gold,7/11/2022,2269
OTXX8F,ashley.cowan@example.org,1847612700,402,0,866,Silver,Silver,7/11/2022,464
OTXX8F,victoria.mata@example.com,7101312133,1294,0,4889,Gold,Gold,8/16/2022,3595
BVXXPX,patricia.jackson@example.com,6333319392,59,0,72,Silver,Silver,8/12/2022,13
I9XX9B,eric.graves@example.com,4727669134,8,0,13,Silver,Silver,8/12/2022,5
I9XX9B,melissa.kelley@example.net,5645592782,19,0,34,Silver,Silver,6/10/2022,15
BVXXPX,brent.weber@example.net,5972904054,3399,0,6300,Gold,Diamond,6/10/2022,2901
CMXXNV,daniel.mccormick@example.org,6915338508,74,0,902,Silver,Silver,5/22/2022,828
G3XX7Y,kimberly.white@example.com,6377740949,1333,2680,8019,Diamond,Diamond,5/22/2022,9366
G3XX7Y,bradley.brewer@example.org,7410576072,1082,0,2228,,Gold,6/10/2022,1146
D9XXQQ,patricia.zavala@example.net,749518141,1663,2142,4614,Diamond,Gold,6/10/2022,5093
D9XXQQ,ebony.santiago@example.org,5125497857,207,0,324,Silver,Silver,7/20/2022,117
H3XXJY,jacob.soto@example.org,3240395335,16,0,252,Silver,Silver,7/20/2022,236
LPXX7J,crystal.thompson@example.org,3277885222,112,0,185,Silver,Silver,5/27/2022,73
H3XXJY,jesse.calhoun@example.org,7957476212,193,0,657,Silver,Silver,5/27/2022,464
LPXX7J,john.benson@example.com,6976169611,2643,0,3363,Silver,Gold,6/14/2022,720
C8XXFP,susan.clark@example.org,5920475168,256,0,786,Silver,Silver,6/14/2022,530
L1XXFH,sherry.sandoval@example.net,5277875406,12,0,48,Silver,Silver,4/30/2022,36
C8XXFP,brianna.mitchell@example.com,2029632420,5,0,22,Silver,Silver,4/30/2022,17
L1XXFH,dawn.gonzalez@example.com,5565572449,348,0,772,Silver,Silver,6/26/2022,424
D1XXFK,meghan.richard@example.org,677491544,94,0,4613,Gold,Gold,6/26/2022,4519
D1XXFK,courtney.jackson@example.com,9402537693,215,0,399,Silver,Silver,4/7/2022,184
O5XXWW,leah.perez@example.com,2019675342,254,0,2860,Gold,Gold,4/7/2022,2606
N1XXYB,ivan.steele@example.net,8367398370,38,643,928,,Silver,9/3/2022,1533
N1XXYB,lauren.livingston@example.net,1276089408,54,0,562,Silver,Silver,9/3/2022,508
CMXXGH,jennifer.herman@example.org,3099247569,1331,0,2032,Silver,Gold,9/3/2022,701
CMXXGH,michael.villa@example.org,6042186376,361,0,434,Silver,Silver,4/9/2022,73
CDXX0S,angela.young@example.org,1821738145,742,0,992,Silver,Silver,4/9/2022,250
CDXX0S,joshua.smith@example.org,1073229152,995,0,2450,,Gold,5/25/2022,1455
ALXXFQ,colleen.griffin@example.org,1825587474,1131,0,4163,Gold,Gold,5/5/2022,3032
CPXX5P,jessica.randall@example.com,2397382402,317,0,551,Silver,Silver,5/5/2022,234
ABXXYQ,brian.campbell@example.com,1562600831,734,0,2495,,Gold,5/20/2022,1761
GEXX70,jacob.dunn@example.com,1020538093,1619,879,2893,Gold,Gold,5/20/2022,2153
GGXXN3,shannon.miller@example.net,8887274211,5,2,7,Silver,Silver,8/29/2022,4
GGXXN3,ricky.green@example.org,1117864659,12768,0,12968,Silver,Platinum,8/29/2022,200
CPXX5P,joseph.carson@example.org,4323678377,117,0,140,Silver,Silver,8/29/2022,23
ALXXFQ,melanie.nelson@example.net,5711494219,83,0,115,Silver,Silver,8/29/2022,32
HNXXK7,jeremy.acosta@example.net,7164626095,9,0,4467,Gold,Gold,6/27/2022,4458
ABXXYQ,christopher.wright@example.net,8239943615,1611,0,3484,,Gold,6/27/2022,1873
GEXX70,scott.lawson@example.org,353489730,31,0,44,Silver,Silver,4/19/2022,13
HNXXK7,sara.petersen@example.org,3513618229,1428,0,7744,Diamond,Diamond,1/1/2022,6316
HBXXVN,zachary.frederick@example.org,881977416,8570,0,12346,Gold,Platinum,5/31/2022,3776
H4XX94,matthew.wright@example.com,5058017878,515,0,695,Silver,Silver,5/31/2022,180
FQXXLM,laurie.walker@example.net,3292721973,2203,0,2527,Silver,Gold,6/5/2022,324
KZXX8H,cody.mejia@example.org,7914756227,522,2362,3682,Diamond,Gold,6/5/2022,5522
FQXXLM,joshua.riley@example.net,7609800341,287,0,377,Silver,Silver,5/17/2022,90
KZXX8H,robert.walker@example.net,9834305920,386,0,2295,,Gold,5/17/2022,1909
H4XX94,matthew.yates@example.net,9608154399,28,0,798,Silver,Silver,8/13/2022,770
O7XXG1,carl.cortez@example.net,8437568637,70,0,216,Silver,Silver,8/13/2022,146
KZXX8H,samantha.robinson@example.com,548887318,1367,0,4101,Gold,Gold,2/9/2022,2734
O7XXG1,randy.hughes@example.com,6458932940,143,366,948,,Silver,2/9/2022,1171
KZXX8H,angela.vaughan@example.com,7512202739,3011,0,3156,Silver,Gold,7/31/2022,145
EJXXSG,nicole.johnson@example.net,7422429447,660,0,3802,Gold,Gold,7/31/2022,3142
IJXX4P,nicole.whitaker@example.net,6079695661,2084,0,4619,Gold,Gold,7/31/2022,2535
IJXX4P,evan.smith@example.org,7189638833,76,0,125,Silver,Silver,7/31/2022,49
IMXXHM,justin.boyd@example.org,4711308060,5,0,13,Silver,Silver,5/30/2022,8
IMXXHM,shelly.ellis@example.org,5249067567,1645,0,4577,Gold,Gold,5/30/2022,2932
PVXXTL,mary.stafford@example.com,5584384804,437,0,714,Silver,Silver,9/7/2022,277
LPXXY3,judy.bryant@example.com,6762865673,17,0,552,Silver,Silver,9/7/2022,535
HGXXSX,heather.mccarthy@example.org,340292452,2107,0,2628,Silver,Gold,6/16/2022,521
PVXXTL,erika.bell@example.com,6617214754,111,0,416,Silver,Silver,6/16/2022,305
LPXXY3,melissa.cobb@example.org,2297907880,181,0,573,Silver,Silver,7/25/2022,392
PMXX5R,meagan.cowan@example.com,4076139313,2602,0,4298,,Gold,7/25/2022,1696
PMXX5R,jamie.blanchard@example.com,8531867671,61,0,225,Silver,Silver,8/11/2022,164
D9XX2Q,daniel.baxter@example.org,3669791706,116,0,178,Silver,Silver,8/11/2022,62
BTXXY4,richard.rice@example.net,8968863896,275,0,614,Silver,Silver,10/20/2021,339
GWXXHN,eduardo.spears@example.org,9030917342,1590,0,4348,Gold,Gold,10/20/2021,2758
JHXX7Q,tiffany.brown@example.net,2560507919,165,0,937,Silver,Silver,5/1/2022,772
DTXXRS,travis.noble@example.org,3951745772,1778,0,2120,Silver,Gold,5/1/2022,342
CBXX1S,david.vega@example.com,1697735029,224,0,281,Silver,Silver,6/3/2022,57
DTXXRS,rachel.long@example.com,8985847261,351,0,611,Silver,Silver,6/3/2022,260
EGXX85,lee.galvan@example.org,7025499524,434,502,940,,Silver,7/24/2022,1008
CBXX1S,stacy.williams@example.org,1243969235,1613,0,2902,,Gold,7/24/2022,1289
EGXX85,rachel.knight@example.net,5685682864,96,0,640,Silver,Silver,7/2/2022,544
JHXX7Q,christopher.smith@example.net,5050868445,540,0,863,Silver,Silver,6/11/2022,323
GWXXHN,kevin.bray@example.org,6505763774,389,0,686,Silver,Silver,6/11/2022,297
C7XX75,adrian.warner@example.com,9846472264,144,0,559,Silver,Silver,5/17/2022,415
BTXXY4,thomas.potts@example.com,3640386414,296,0,442,Silver,Silver,5/17/2022,146
C7XX75,charles.brown@example.org,2567659581,3749,0,3939,Silver,Gold,8/14/2022,190
O1XX1P,alexa.patel@example.net,4225014131,61,0,468,Silver,Silver,7/15/2022,407
O1XX1P,anthony.evans@example.com,2191706866,3274,0,4436,,Gold,7/15/2022,1162
PLXX4P,michael.howard@example.org,9505982887,5003,0,5989,Silver,Diamond,8/21/2022,986
NVXXQ7,brad.nolan@example.net,3375514962,9099,0,9325,Silver,Diamond,8/21/2022,226
PLXX4P,angelica.rogers@example.com,2389816299,46,0,206,Silver,Silver,1/16/2022,160
NVXXQ7,stephanie.morales@example.net,4982252551,349,0,661,Silver,Silver,5/6/2022,312
HCXXQJ,mike.stephens@example.net,7914130421,1687,0,3592,,Gold,5/6/2022,1905
N3XXKE,kevin.wiley@example.org,823067836,102,0,585,Silver,Silver,9/19/2022,483
N3XXKE,jonathan.mcfarland@example.org,1666715367,23,0,434,Silver,Silver,9/19/2022,411
HCXXQJ,colleen.delacruz@example.net,164035105,1786,0,2424,Silver,Gold,5/25/2022,638
DWXXHY,kimberly.williams@example.com,2789558624,112,0,611,Silver,Silver,5/25/2022,499
DWXXHY,patrick.valdez@example.org,1201026314,37,0,3031,Gold,Gold,9/3/2022,2994
FPXXRR,carl.white@example.org,9044271695,6350,0,6747,Silver,Diamond,9/3/2022,397
MVXXNJ,judy.washington@example.org,5536558778,3511,0,4867,,Gold,8/20/2022,1356
MVXXNJ,amanda.drake@example.com,1501235387,10234,0,13027,Gold,Platinum,8/20/2022,2793
PSXXDX,kelly.black@example.com,8808982455,91,0,579,Silver,Silver,8/21/2022,488
FPXXRR,autumn.johnson@example.com,8430266154,1143,0,3162,Gold,Gold,8/21/2022,2019
PSXXDX,james.hale@example.com,8177729254,2496,0,3221,Silver,Gold,8/21/2022,725
AJXXBM,isaac.nelson@example.org,931632285,162,0,2184,Gold,Gold,8/22/2022,2022
E4XX78,john.garcia@example.org,2259738683,257,0,345,Silver,Silver,8/2/2022,88
MQXXSN,matthew.zuniga@example.net,2291931675,262,0,273,Silver,Silver,8/2/2022,11
P0XXCR,monica.mcconnell@example.org,4397844658,4901,0,7479,Gold,Diamond,8/2/2022,2578
P0XXCR,brandon.chen@example.com,8077292742,1907,0,2107,Silver,Gold,8/30/2022,200
A1XXKN,dawn.rose@example.net,49715771,590,0,738,Silver,Silver,8/30/2022,148
J4XX0S,scott.williams@example.com,4749775354,5,0,15,Silver,Silver,5/12/2022,10
A1XXKN,randy.kelley@example.net,7654579928,86,0,229,Silver,Silver,5/12/2022,143
J4XX0S,elizabeth.alexander@example.org,394827048,75,60,135,Silver,Silver,4/27/2022,120
IXXXY7,tara.buck@example.com,5900712127,14,0,31,Silver,Silver,4/27/2022,17
GLXX0E,veronica.robinson@example.net,7326205039,193,0,577,Silver,Silver,8/17/2022,384
EQXXP4,eric.smith@example.com,5359423373,638,28,666,Silver,Silver,9/16/2022,56
C5XXKV,matthew.tucker@example.net,1504333187,536,0,2356,,Gold,9/16/2022,1820
EQXXP4,gregory.herring@example.org,7881220235,166,449,670,Silver,Silver,8/28/2022,953
IXXXY7,gary.butler@example.com,9553647063,94,0,190,Silver,Silver,9/26/2022,96
DXXXJL,vanessa.ward@example.org,6466764843,517,56,573,Silver,Silver,9/26/2022,112
C5XXKV,elizabeth.martinez@example.com,1600933613,2241,0,2242,Silver,Gold,9/25/2022,1
B4XXS6,karen.combs@example.com,208723265,131,0,289,Silver,Silver,9/16/2022,158
B4XXS6,alan.short@example.com,7999295980,582,0,941,Silver,Silver,9/16/2022,359
ORXX0R,charles.lewis@example.com,4107389042,478,0,902,Silver,Silver,9/28/2022,424
ORXX0R,cody.scott@example.org,4515310566,616,0,953,Silver,Silver,9/28/2022,337
MPXX1C,jose.davidson@example.com,1529764081,3410,0,6838,Gold,Diamond,9/26/2022,3428
MPXX1C,grace.garcia@example.net,4468443740,315,0,385,Silver,Silver,9/27/2022,70
CGXXWF,john.spencer@example.com,8745793394,3272,0,4544,,Gold,9/27/2022,1272
CGXXWF,kimberly.sawyer@example.org,75150870,7,0,831,Silver,Silver,9/27/2022,824
GFXXVH,jeff.thomas@example.org,5871372877,55,0,740,Silver,Silver,7/31/2022,685
L3XXPG,leah.fitzgerald@example.com,5477261736,164,0,736,Silver,Silver,9/21/2022,572
CSXXY2,justin.decker@example.com,7876987833,437,0,750,Silver,Silver,9/21/2022,313
L3XXPG,joseph.jones@example.net,2544516349,193,0,797,Silver,Silver,9/23/2022,604
AQXX5H,lauren.martinez@example.com,1234309549,449,0,561,Silver,Silver,9/23/2022,112
JEXX23,timothy.woods@example.org,6003260030,2401,0,3019,Silver,Gold,5/24/2022,618
JEXX23,steven.nelson@example.net,3417935772,186,0,794,Silver,Silver,5/24/2022,608
L0XXN5,jennifer.gardner@example.org,6121691037,98,0,207,Silver,Silver,9/28/2022,109
L0XXN5,margaret.douglas@example.com,8743888,97,0,101,Silver,Silver,9/28/2022,4
O9XXY1,tim.dorsey@example.net,9761896261,305,0,729,Silver,Silver,9/30/2022,424
G3XXVP,kelly.butler@example.org,5761784074,807,0,2092,,Gold,9/30/2022,1285
O9XXY1,tina.castro@example.com,7938213512,297,0,422,Silver,Silver,9/6/2022,125
EMXXWX,frances.humphrey@example.net,7143248750,135,0,470,Silver,Silver,9/6/2022,335
FXXXNQ,david.casey@example.com,7235485484,103,0,483,Silver,Silver,8/10/2022,380
O3XX2Y,megan.goodman@example.net,8594220445,500,0,525,Silver,Silver,8/10/2022,25
C4XXE3,lisa.craig@example.com,4354005959,2,0,115,Silver,Silver,7/3/2022,113
O3XX2Y,richard.blair@example.org,4263514580,182,0,339,Silver,Silver,8/8/2022,157
AFXX9V,rachel.perry@example.org,9455230965,121,0,484,Silver,Silver,8/20/2022,363
AFXX9V,jennifer.hanson@example.org,1883839071,382,0,663,Silver,Silver,8/15/2022,281
INXXVH,amanda.jordan@example.net,6962117204,1876,0,3615,,Gold,9/3/2022,1739
INXXVH,miguel.morrow@example.com,761454501,86,0,832,Silver,Silver,8/30/2022,746
B0XXJX,ryan.wood@example.com,9067179682,4142,0,4500,Silver,Gold,8/14/2022,358
H9XXQG,janet.adams@example.org,4966360293,1885,0,4548,Gold,Gold,8/14/2022,2663
B0XXJX,joshua.glass@example.com,7714073308,139,0,332,Silver,Silver,9/8/2022,193
H9XXQG,tonya.carson@example.net,2920479608,4074,0,4354,Silver,Gold,9/8/2022,280
J6XX6V,richard.swanson@example.org,2170756448,3668,0,4532,Silver,Gold,9/2/2022,864
I8XXVF,stephanie.thomas@example.org,3264151462,1063,1885,3356,Gold,Gold,6/7/2022,4178
J6XX6V,patrick.hill@example.com,8807538308,583,0,674,Silver,Silver,9/8/2022,91
HRXXHW,mark.cole@example.org,7859377452,2699,0,4499,,Gold,8/31/2022,1800
HRXXHW,erin.jackson@example.com,8192873280,195,0,824,Silver,Silver,11/26/2021,629
I8XXVF,susan.buck@example.org,5446068389,215,0,267,Silver,Silver,9/16/2022,52
PVXXV4,judy.edwards@example.com,8700703528,440,168,617,Silver,Silver,9/23/2022,345
ERXXDP,jason.patel@example.org,3290577212,204,121,448,Silver,Silver,8/28/2022,365
BFXXN3,heather.parker@example.org,935446707,91,0,227,Silver,Silver,9/1/2022,136
BZXXW6,alison.lawson@example.com,5116630141,358,73,431,Silver,Silver,7/5/2022,146
LFXX0R,lori.wilson@example.com,1726965107,611,0,631,Silver,Silver,8/4/2022,20
BZXXW6,andrea.oliver@example.org,128626588,197,0,231,Silver,Silver,8/12/2022,34
FLXX99,danielle.watkins@example.net,2997772875,62,0,276,Silver,Silver,8/19/2022,214
FLXX99,stephanie.scott@example.com,420098360,3156,0,3361,Silver,Gold,7/31/2022,205
IWXXYM,lynn.thompson@example.com,3886990977,2757,0,4301,,Gold,8/31/2022,1544
B1XXJ6,juan.banks@example.com,3942307599,1345,0,2539,,Gold,8/2/2022,1194
FFXXB1,cody.walsh@example.net,185311893,3101,0,5113,Gold,Diamond,5/9/2022,2012
AEXX8M,sonya.johnson@example.org,3223864807,5,0,49,Silver,Silver,6/25/2022,44
GGXXDE,marc.benton@example.org,3778758712,847,7180,9587,Platinum,Diamond,9/3/2022,15920
CGXXJ0,eric.wise@example.org,9544086079,195,0,683,Silver,Silver,8/24/2022,488
CGXXJ0,matthew.white@example.com,8769163106,1073,0,3027,,Gold,8/30/2022,1954
PGXX5L,brian.wilkins@example.net,4728805623,56,0,328,Silver,Silver,7/26/2022,272
F6XXE7,randy.graham@example.net,9381799740,526,0,535,Silver,Silver,7/3/2022,9
BVXXWR,hannah.bates@example.org,2736639188,1518,0,2000,Silver,Gold,7/17/2022,482
JRXXZ7,jason.dunlap@example.net,9220793596,591,0,774,Silver,Silver,7/17/2022,183
JRXXZ7,carlos.jones@example.com,6881297747,38,0,242,Silver,Silver,7/30/2022,204
JTXX15,lee.robertson@example.org,2382944722,1331,0,4474,Gold,Gold,9/7/2022,3143
G2XX7P,johnathan.garza@example.org,7467035574,594,206,864,Silver,Silver,7/5/2022,476
JTXX15,melanie.clark@example.net,8085395601,65,0,345,Silver,Silver,7/26/2022,280
JTXX15,kenneth.branch@example.com,1601655234,805,0,901,Silver,Silver,8/31/2022,96
OMXXJQ,colleen.curtis@example.com,9861716918,1347,0,4243,Gold,Gold,8/11/2022,2896
BTXXXX,brandi.craig@example.net,1242371744,155,0,566,Silver,Silver,8/17/2022,411
